Part 1: 56120
num: 1501, divisor: 23
num: 13, divisor: 19
num: 36, divisor: 13
num: 218, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 418, divisor: 23
num: 1729, divisor: 23
num: 133, divisor: 23
num: 76, divisor: 23
num: 78, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 142, divisor: 17
num: 579, divisor: 17
num: 47, divisor: 17
num: 28, divisor: 17
num: 494, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 53, divisor: 19
num: 199, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 167, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 323, divisor: 23
num: 1254, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 38, divisor: 23
num: 61, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 110, divisor: 17
num: 421, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 15, divisor: 17
num: 380, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 42, divisor: 19
num: 146, divisor: 19
num: 21, divisor: 19
num: 11, divisor: 19
num: 129, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 266, divisor: 23
num: 912, divisor: 23
num: 133, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 49, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 91, divisor: 17
num: 307, divisor: 17
num: 47, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 304, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 36, divisor: 19
num: 108, divisor: 19
num: 21, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 104, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 228, divisor: 23
num: 684, divisor: 23
num: 133, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 40, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 79, divisor: 17
num: 231, divisor: 17
num: 47, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 247, divisor: 23
num: 76, divisor: 23
num: 21, divisor: 19
num: 32, divisor: 19
num: 83, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 85, divisor: 17
num: 28, divisor: 17
num: 133, divisor: 23
num: 190, divisor: 23
num: 513, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 95, divisor: 23
num: 15, divisor: 19
num: 47, divisor: 17
num: 66, divisor: 17
num: 174, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 34, divisor: 17
num: 95, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 28, divisor: 19
num: 64, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 34, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 171, divisor: 23
num: 399, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 38, divisor: 23
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 60, divisor: 17
num: 136, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 15, divisor: 17
num: 57, divisor: 23
num: 57, divisor: 23
num: 152, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 26, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 11, divisor: 19
num: 22, divisor: 17
num: 22, divisor: 17
num: 53, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 152, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 57, divisor: 23
num: 13, divisor: 19
num: 13, divisor: 19
num: 23, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 53, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 22, divisor: 17
num: 76, divisor: 23
num: 76, divisor: 23
num: 133, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 23, divisor: 19
num: 21, divisor: 19
num: 13, divisor: 19
num: 28, divisor: 17
num: 28, divisor: 17
num: 47, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 76, divisor: 23
num: 15, divisor: 19
num: 15, divisor: 19
num: 21, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 28, divisor: 17
num: 95, divisor: 23
num: 95, divisor: 23
num: 133, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 34, divisor: 17
num: 34, divisor: 17
num: 47, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 76, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 28, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 76, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 28, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 76, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 28, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 76, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 28, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 76, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 28, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 76, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 28, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 22, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 13, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 22, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 76, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 38, divisor: 23
num: 38, divisor: 23
num: 21, divisor: 19
num: 13, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 28, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
num: 15, divisor: 17
num: 15, divisor: 17
num: 133, divisor: 23
num: 76, divisor: 23
num: 21, divisor: 19
num: 21, divisor: 19
num: 21, divisor: 19
num: 15, divisor: 19
num: 15, divisor: 19
num: 13, divisor: 19
num: 11, divisor: 19
num: 11, divisor: 19
num: 47, divisor: 17
num: 28, divisor: 17
num: 133, divisor: 23
num: 133, divisor: 23
num: 133, divisor: 23
num: 95, divisor: 23
num: 95, divisor: 23
num: 76, divisor: 23
num: 57, divisor: 23
num: 57, divisor: 23
num: 21, divisor: 19
num: 15, divisor: 19
num: 47, divisor: 17
num: 47, divisor: 17
num: 47, divisor: 17
num: 34, divisor: 17
num: 34, divisor: 17
num: 28, divisor: 17
num: 22, divisor: 17
